web-scraper-order,web-scraper-start-url,category-link,category-link-href,subcategory,subcategory-href,product-link,product-link-href,product-name,product-price,product-image-src,rating
"1602740715-146","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Others Smartwatch","https://phonesellbd.com/product-category/smartwatch/others-smartwatch/","Original Microwear L7 Smartwatch","https://phonesellbd.com/shop/original-microwear-l7-smartwatch/","Original Microwear L7 Smartwatch","৳ 3,350.00","https://phonesellbd.com/wp-content/uploads/2019/09/Microwear-l7-4.jpg","There are no reviews yet."
"1602741035-190","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Earphone","https://phonesellbd.com/product-category/earphones-headphones/earphone/","JBL Original Endurance SPRINT Wireless Bluetooth Headphone","https://phonesellbd.com/shop/jbl-original-endurance-sprint-wireless-bluetooth-headphone/","JBL Original Endurance SPRINT Wireless Bluetooth Headphone","৳ 5,350.00","https://phonesellbd.com/wp-content/uploads/2019/09/JBL-Sprint-3.jpg","There are no reviews yet."
"1602740757-152","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Apple Watch","https://phonesellbd.com/product-category/smartwatch/apple-watch/","APPLE WATCH SERIES 5 44mm","https://phonesellbd.com/shop/apple-watch-series-5-44mm/","APPLE WATCH SERIES 5 44mm","৳ 44,990.00","https://phonesellbd.com/wp-content/uploads/2019/09/Apple-watch-5-44mm.jpg","There are no reviews yet."
"1602741516-259","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Apple","https://phonesellbd.com/product-category/smartphone/apple/","APPLE IPHONE 11 PRO MAX 256GB","https://phonesellbd.com/shop/apple-iphone-11-pro-max-256gb/","APPLE IPHONE 11 PRO MAX 256GB","৳ 135,000.00","","There are no reviews yet."
"1602741410-249","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Xiaomi","https://phonesellbd.com/product-category/smartphone/xiaomi/","XIAOMI MI 9 LITE 6GB128GB","https://phonesellbd.com/shop/xiaomi-mi-9-lite/","XIAOMI MI 9 LITE 6GB128GB","৳ 23,990.00","","There are no reviews yet."
"1602741071-195","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Huawei","https://phonesellbd.com/product-category/smartphone/huawei/","HUAWEI Y6 PRO 3GB 32GB (Official)","https://phonesellbd.com/shop/huawei-y6-pro-3gb-32gb-official/","HUAWEI Y6 PRO 3GB 32GB (Official)","৳ 12,990.00","https://phonesellbd.com/wp-content/uploads/2020/04/Huawei-Y6-Pro-2.jpg","There are no reviews yet."
"1602740800-157","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Samsung Samratwatch","https://phonesellbd.com/product-category/smartwatch/samsung-smartwatch/","SAMSUNG GALAXY WATCH ACTIVE 2","https://phonesellbd.com/shop/samsung-galaxy-watch-active-2/","SAMSUNG GALAXY WATCH ACTIVE 2","৳ 25,490.00","https://phonesellbd.com/wp-content/uploads/2019/11/Galaxy-watch-active-2.jpg","There are no reviews yet."
"1602740720-147","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Others Smartwatch","https://phonesellbd.com/product-category/smartwatch/others-smartwatch/","Microwear W54 Smartwatch","https://phonesellbd.com/shop/microwear-w54-smartwatch/","Microwear W54 Smartwatch","৳ 4,990.00","https://phonesellbd.com/wp-content/uploads/2019/11/microwear-w54.jpg","There are no reviews yet."
"1602740840-162","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Xiaomi Samratwatch","https://phonesellbd.com/product-category/smartwatch/xiaomi-smartwatch/","Amazfit Stratos Smart Watch","https://phonesellbd.com/shop/amazfit-stratos-smart-watch/","Amazfit Stratos Smart Watch","৳ 15,990.00","https://phonesellbd.com/wp-content/uploads/2019/11/Amazfit-Stratos.jpg","There are no reviews yet."
"1602741259-226","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Oneplus","https://phonesellbd.com/product-category/smartphone/oneplus/","ONEPLUS 7T PRO 8GB 256GB","https://phonesellbd.com/shop/oneplus-7t-pro/","ONEPLUS 7T PRO 8GB 256GB","৳ 62,990.00","https://phonesellbd.com/wp-content/uploads/2019/12/Oneplus-7T-Pro-1.jpg","There are no reviews yet."
"1602741511-258","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Apple","https://phonesellbd.com/product-category/smartphone/apple/","APPLE IPHONE 11 PRO MAX 64GB","https://phonesellbd.com/shop/apple-iphone-11-pro-max-64gb-single-sim/","APPLE IPHONE 11 PRO MAX 64GB","৳ 117,990.00","","There are no reviews yet."
"1602741505-257","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Apple","https://phonesellbd.com/product-category/smartphone/apple/","Apple IPhone SE 128GB (2020)","https://phonesellbd.com/shop/apple-iphone-se-128gb-2020/","Apple IPhone SE 128GB (2020)","৳ 54,990.00","","There are no reviews yet."
"1602741175-213","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Google","https://phonesellbd.com/product-category/smartphone/google/","GOOGLE PIXEL 4 XL 64GB","https://phonesellbd.com/shop/google-pixel-4-xl/","GOOGLE PIXEL 4 XL 64GB","৳ 89,990.00","https://phonesellbd.com/wp-content/uploads/2019/12/Pixel-4xl-1.jpg","There are no reviews yet."
"1602740833-161","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Xiaomi Samratwatch","https://phonesellbd.com/product-category/smartwatch/xiaomi-smartwatch/","Xiaomi Amazfit Bip Smart Watch","https://phonesellbd.com/shop/xiaomi-amazfit-bip-smart-watch-global-version/","Xiaomi Amazfit Bip Smart Watch","৳ 5,990.00","https://phonesellbd.com/wp-content/uploads/2019/07/Amazfi_Bip_2.jpg","null"
"1602740930-173","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Wireless Headphone","https://phonesellbd.com/product-category/earphones-headphones/wireless-headphone/","Original Remax 300HB","https://phonesellbd.com/shop/original-remax-300hb/","Original Remax 300HB","৳ 4,290.00","https://phonesellbd.com/wp-content/uploads/2019/12/Remax-500HB.jpg","There are no reviews yet."
"1602740936-174","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Wireless Headphone","https://phonesellbd.com/product-category/earphones-headphones/wireless-headphone/","Original Bluedio T5 Wireless Bluetooth Headphone","https://phonesellbd.com/shop/original-bluedio-t5-wireless-bluetooth-headphone/","Original Bluedio T5 Wireless Bluetooth Headphone","৳ 4,590.00","https://phonesellbd.com/wp-content/uploads/2019/11/T5-Wireless-Bluetooth-2.jpg","There are no reviews yet."
"1602741154-210","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Oppo","https://phonesellbd.com/product-category/smartphone/oppo/","OPPO A12 4GB 64GB (Official)","https://phonesellbd.com/shop/oppo-a12-4gb-64gb-official/","OPPO A12 4GB 64GB (Official)","৳ 13,990.00","https://phonesellbd.com/wp-content/uploads/2020/07/Oppo-A12.jpg","There are no reviews yet."
"1602741226-221","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Oneplus","https://phonesellbd.com/product-category/smartphone/oneplus/","OnePlus 8 Pro 8GB 128GB","https://phonesellbd.com/shop/oneplus-8-pro-8gb-128gb/","OnePlus 8 Pro 8GB 128GB","৳ 77,000.00","https://phonesellbd.com/wp-content/uploads/2020/07/Oneplus-8pro.jpg","There are no reviews yet."
"1602741544-263","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Apple","https://phonesellbd.com/product-category/smartphone/apple/","APPLE IPHONE 11 128GB(Dual Sim)","https://phonesellbd.com/shop/apple-iphone-11-128gbdual-sim/","APPLE IPHONE 11 128GB(Dual Sim)","৳ 76,990.00","","There are no reviews yet."
"1602740960-178","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Wireless Headphone","https://phonesellbd.com/product-category/earphones-headphones/wireless-headphone/","Bluedio T2 Bluetooth Stereo Headphone","https://phonesellbd.com/shop/bluedio-t2-bluetooth-stereo-headphone/","Bluedio T2 Bluetooth Stereo Headphone","৳ 2,290.00","https://phonesellbd.com/wp-content/uploads/2019/11/Bluedio-T2-Bluetooth-Stereo-Headphone.jpg","There are no reviews yet."
"1602741015-187","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Earphone","https://phonesellbd.com/product-category/earphones-headphones/earphone/","OnePlus Type-C Bullets Earphones","https://phonesellbd.com/shop/oneplus-type-c-bullets-earphones/","OnePlus Type-C Bullets Earphones","৳ 1,790.00","https://phonesellbd.com/wp-content/uploads/2020/01/OnePlus-Type-C-Bullets.jpg","There are no reviews yet."
"1602740762-153","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Apple Watch","https://phonesellbd.com/product-category/smartwatch/apple-watch/","Apple Watch Series 4 44MM Nike Plus","https://phonesellbd.com/shop/apple-watch-series-4-44mm-nike-plus/","Apple Watch Series 4 44MM Nike Plus","৳ 41,500.00","https://phonesellbd.com/wp-content/uploads/2019/11/apple-watch-serise4-44mm-nike-plus.jpg","There are no reviews yet."
"1602741537-262","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Apple","https://phonesellbd.com/product-category/smartphone/apple/","APPLE IPHONE 11 64GB(Dual Sim)","https://phonesellbd.com/shop/apple-iphone-11-64gbdual-sim/","APPLE IPHONE 11 64GB(Dual Sim)","৳ 72,990.00","","There are no reviews yet."
"1602741304-233","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Samsung","https://phonesellbd.com/product-category/smartphone/samsung/","Samsung Galaxy S20 5G 12GB 128GB","https://phonesellbd.com/shop/samsung-galaxy-s20-5g-12gb-128gb/","Samsung Galaxy S20 5G 12GB 128GB","৳ 75,990.00","https://phonesellbd.com/wp-content/uploads/2020/10/samsung-galaxy-s20-5g-12gb-128gb-2.png","There are no reviews yet."
"1602741108-203","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Huawei","https://phonesellbd.com/product-category/smartphone/huawei/","HUAWEI NOVA 5T 8GB 128GB (Official)","https://phonesellbd.com/shop/huawei-nova-5t-8gb-128gb-official/","HUAWEI NOVA 5T 8GB 128GB (Official)","৳ 49,990.00","https://phonesellbd.com/wp-content/uploads/2020/04/Huawei-Nova-5T-2.jpg","There are no reviews yet."
"1602741252-225","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Oneplus","https://phonesellbd.com/product-category/smartphone/oneplus/","ONEPLUS 7T PRO MCLAREN EDITION","https://phonesellbd.com/shop/oneplus-7t-pro-mclaren-edition/","ONEPLUS 7T PRO MCLAREN EDITION","৳ 75,990.00","https://phonesellbd.com/wp-content/uploads/2019/12/ONEPLUS-7T-PRO-MCLAREN-EDITION.jpg","There are no reviews yet."
"1602741328-237","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Samsung","https://phonesellbd.com/product-category/smartphone/samsung/","Samsung Galaxy M31 8GB 128GB (Official)","https://phonesellbd.com/shop/samsung-galaxy-m31-8gb-128gb-official/","Samsung Galaxy M31 8GB 128GB (Official)","৳ 26,999.00","https://phonesellbd.com/wp-content/uploads/2020/10/samsung-galaxy-m31-8gb-128gb-2.jpg","There are no reviews yet."
"1602741180-214","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Google","https://phonesellbd.com/product-category/smartphone/google/","GOOGLE PIXEL 3 XL 64GB","https://phonesellbd.com/shop/google-pixel-3-xl-64gb/","GOOGLE PIXEL 3 XL 64GB","৳ 66,990.00","https://phonesellbd.com/wp-content/uploads/2019/06/Google_Pixel_3xl.jpg","null"
"1602741113-204","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Huawei","https://phonesellbd.com/product-category/smartphone/huawei/","HUAWEI NOVA 3I 4GB 128GB (Official)","https://phonesellbd.com/shop/huawei-nova-3i-4gb-128gb-official/","HUAWEI NOVA 3I 4GB 128GB (Official)","৳ 19,990.00","https://phonesellbd.com/wp-content/uploads/2020/04/Huawei-Nova-5I.jpg","There are no reviews yet."
"1602741291-231","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Samsung","https://phonesellbd.com/product-category/smartphone/samsung/","SAMSUNG GALAXY S20Plus 5G 12GB 128GB","https://phonesellbd.com/shop/samsung-galaxy-s20plus-5g-12gb-128gb/","SAMSUNG GALAXY S20Plus 5G 12GB 128GB","৳ 84,990.00","https://phonesellbd.com/wp-content/uploads/2020/03/galaxy-s20-plus-1.jpg","There are no reviews yet."
"1602741160-211","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Oppo","https://phonesellbd.com/product-category/smartphone/oppo/","OPPO A12 3GB 32GB (Official)","https://phonesellbd.com/shop/oppo-a12-3gb-32gb-official/","OPPO A12 3GB 32GB (Official)","৳ 10,990.00","https://phonesellbd.com/wp-content/uploads/2020/07/Oppo-A12-1.jpg","There are no reviews yet."
"1602740698-144","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Nokia Feature Phones","https://phonesellbd.com/product-category/feature-phones/nokia-feature-phones/","New NOKIA 3310 Dual Sim","https://phonesellbd.com/shop/new-nokia-3310-dual-sim/","New NOKIA 3310 Dual Sim","৳ 4,590.00","","There are no reviews yet."
"1602741125-205","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Oppo","https://phonesellbd.com/product-category/smartphone/oppo/","Oppo Reno 4 8GB 128GB (Official)","https://phonesellbd.com/shop/oppo-reno-4-8gb-128gb-official/","Oppo Reno 4 8GB 128GB (Official)","৳ 34,990.00","https://phonesellbd.com/wp-content/uploads/2020/09/oppo-reno-4-8gb-128gb-2.jpg","There are no reviews yet."
"1602741399-248","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Xiaomi","https://phonesellbd.com/product-category/smartphone/xiaomi/","XIAOMI MI 9 SE 6GB 128GB","https://phonesellbd.com/shop/xiaomi-mi-9-se-6gb-128gb/","XIAOMI MI 9 SE 6GB 128GB","৳ 28,990.00","https://phonesellbd.com/wp-content/uploads/2019/06/Xiaomi_MI9_SE.jpg","null"
"1602741276-229","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Oneplus","https://phonesellbd.com/product-category/smartphone/oneplus/","ONEPLUS 7 PRO 12GB 256GB (Official)","https://phonesellbd.com/shop/oneplus-7-pro-official/","ONEPLUS 7 PRO 12GB 256GB (Official)","৳ 80,990.00","https://phonesellbd.com/wp-content/uploads/2019/05/Oneplus_7pro.jpg","There are no reviews yet."
"1602741373-244","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Xiaomi","https://phonesellbd.com/product-category/smartphone/xiaomi/","XIAOMI MI 9T PRO 6GB 64GB","https://phonesellbd.com/shop/xiaomi-mi-9t-pro-6gb-64gb/","XIAOMI MI 9T PRO 6GB 64GB","৳ 29,990.00","https://phonesellbd.com/wp-content/uploads/2019/10/Mi-9T-Pro-5.jpg","There are no reviews yet."
"1602740971-180","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Wireless Headphone","https://phonesellbd.com/product-category/earphones-headphones/wireless-headphone/","Awei A800BL Wireless Blutooth Headphones","https://phonesellbd.com/shop/awei-a800bl-wireless-blutooth-headphones/","Awei A800BL Wireless Blutooth Headphones","৳ 1,490.00","https://phonesellbd.com/wp-content/uploads/2019/11/Awei-A800BL-1.jpg","There are no reviews yet."
"1602741555-265","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Apple","https://phonesellbd.com/product-category/smartphone/apple/","Apple IPad Pro 11 (2020) 256GB Wifi","https://phonesellbd.com/shop/apple-ipad-pro-11-2020-256gb-wifi/","Apple IPad Pro 11 (2020) 256GB Wifi","৳ 110,990.00","","There are no reviews yet."
"1602741199-217","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Asus","https://phonesellbd.com/product-category/smartphone/asus/","ASUS ZENFONE MAX PRO (M2) 3GB 32GB","https://phonesellbd.com/shop/asus-zenfone-max-pro-m2-3gb-32gb/","ASUS ZENFONE MAX PRO (M2) 3GB 32GB","৳ 15,990.00","https://phonesellbd.com/wp-content/uploads/2019/07/Zenfone_Max_Pro.jpg","There are no reviews yet."
"1602740860-163","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Mobile Case & Cover","https://phonesellbd.com/product-category/mobile-accessories/mobile-case-cover/","Oneplus 8 pro Sandstone Cover (Official)","https://phonesellbd.com/shop/oneplus-8-pro-sandstone-cover-official/","Oneplus 8 pro Sandstone Cover (Official)","৳ 1,990.00","https://phonesellbd.com/wp-content/uploads/2020/07/Oneplus-8pro-sand-stone-cover-2.jpg","There are no reviews yet."
"1602741281-230","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Oneplus","https://phonesellbd.com/product-category/smartphone/oneplus/","ONEPLUS 7 PRO 12GB 256GB","https://phonesellbd.com/shop/oneplus-7-pro-12gb-256gb/","ONEPLUS 7 PRO 12GB 256GB","৳ 63,990.00","https://phonesellbd.com/wp-content/uploads/2019/05/Oneplus_7pro.jpg","There are no reviews yet."
"1602741490-255","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Apple","https://phonesellbd.com/product-category/smartphone/apple/","Apple IPhone SE 64GB (2020)","https://phonesellbd.com/shop/apple-iphone-se-64gb-2020/","Apple IPhone SE 64GB (2020)","৳ 49,990.00","","There are no reviews yet."
"1602740826-160","https://phonesellbd.com/","Feature Phones","https://phonesellbd.com/product-category/feature-phones/","Xiaomi Samratwatch","https://phonesellbd.com/product-category/smartwatch/xiaomi-smartwatch/","Xiaomi Mi Band 4","https://phonesellbd.com/shop/xiaomi-mi-band-4/","Xiaomi Mi Band 4","৳ 2,550.00","https://phonesellbd.com/wp-content/uploads/2019/11/Mi-Band-4-2.jpg","There are no reviews yet."
